;time;temperature;windvelocity;precipitation
3309;2014-08-08;   20.7;   1.6;   0.0
3310;2014-08-09;   21.1;   3.2;   2.2
3311;2014-08-10;   19.7;   1.9;   8.8
3312;2014-08-11;   18.3;   3.0;   0.0
3313;2014-08-12;   18.1;   3.0;   0.0
3314;2014-08-13;   16.0;   1.7;  12.2
3315;2014-08-14;   16.0;   2.5;  10.3
3316;2014-08-15;   14.1;   1.6;   9.4
3317;2014-08-16;   15.7;   2.5;   1.6
3318;2014-08-17;   16.9;   3.5;   0.0
3319;2014-08-18;   15.2;   3.2;  13.7
3320;2014-08-19;   14.3;   2.5;   0.0
3321;2014-08-20;   13.5;   1.7;   0.0
3322;2014-08-21;   13.5;   1.6;   0.0
3323;2014-08-22;   14.0;   2.0;   0.0
3324;2014-08-23;   14.4;   2.2;   0.3
3325;2014-08-24;   12.7;   2.0;   5.4
3326;2014-08-25;   13.2;   1.8;  17.4
3327;2014-08-26;   14.4;   2.1;  27.9
3328;2014-08-27;   15.2;   1.5;   0.0
3329;2014-08-28;   16.5;   1.4;   0.0
3330;2014-08-29;   19.3;   1.8;   0.0
3331;2014-08-30;   17.9;   1.8;  12.6
3332;2014-08-31;   15.8;   1.8;   0.1
3333;2014-09-01;   14.4;   1.2;   0.0
3334;2014-09-02;   15.7;   1.6;   0.0
3335;2014-09-03;   15.4;   2.4;   0.0
3336;2014-09-04;   17.5;   1.8;   0.0
3337;2014-09-05;   18.6;   0.9;   0.0
3338;2014-09-06;   19.0;   1.0;   0.3
3339;2014-09-07;   19.6;   1.3;   0.0
3340;2014-09-08;   18.6;   1.7;   0.0
3341;2014-09-09;   16.3;   2.0;   0.0
3342;2014-09-10;   13.7;   1.9;   0.0
3343;2014-09-11;   13.1;   1.8;   4.7
3344;2014-09-12;   14.6;   3.0;   0.9
3345;2014-09-13;   16.8;   2.6;   0.0
3346;2014-09-14;   17.0;   2.1;   0.0
3347;2014-09-15;   17.0;   1.2;   0.0
3348;2014-09-16;   17.4;   1.5;   0.0
3349;2014-09-17;   17.0;   1.4;   1.0
3350;2014-09-18;   18.3;   1.4;   0.4
3351;2014-09-19;   18.8;   1.4;   0.0
3352;2014-09-20;   17.3;   1.3;   5.8
3353;2014-09-21;   15.6;   1.8;   2.0
3354;2014-09-22;   11.1;   2.8;   2.0
3355;2014-09-23;    9.5;   1.2;   0.0
3356;2014-09-24;   10.4;   1.5;   0.0
3357;2014-09-25;   13.6;   2.2;   0.0
3358;2014-09-26;   15.1;   1.8;   0.2
3359;2014-09-27;   15.7;   1.1;   0.0
3360;2014-09-28;   14.7;   1.1;   0.0
3361;2014-09-29;   16.8;   1.2;   0.0
3362;2014-09-30;   17.6;   1.1;   0.6
3363;2014-10-01;   15.1;   0.7;   0.0
3364;2014-10-02;   14.7;   0.9;   0.0
3365;2014-10-03;   14.1;   1.1;   0.0
3366;2014-10-04;   13.2;   1.8;   0.0
3367;2014-10-05;   10.6;   1.2;   0.0
3368;2014-10-06;   11.9;   2.1;   2.3
3369;2014-10-07;   13.6;   3.3;   4.4
3370;2014-10-08;   13.9;   2.0;   8.6
3371;2014-10-09;   16.5;   2.3;   5.1
3372;2014-10-10;   15.3;   1.2;   9.8
3373;2014-10-11;   15.1;   1.3;   0.0
3374;2014-10-12;   12.9;   1.4;   1.9
3375;2014-10-13;   14.6;   1.7;   1.1
3376;2014-10-14;   13.9;   1.1;   0.0
3377;2014-10-15;   13.8;   1.1;   2.0
3378;2014-10-16;   15.3;   2.3;   3.7
3379;2014-10-17;   14.4;   1.7;   0.1
3380;2014-10-18;   13.2;   1.2;   0.0
3381;2014-10-19;   15.5;   1.7;   0.0
3382;2014-10-20;   15.6;   2.2;   0.0
3383;2014-10-21;   11.2;   3.7;   9.4
3384;2014-10-22;    8.8;   4.9;   0.4
3385;2014-10-23;    9.7;   2.3;   0.0
3386;2014-10-24;    7.7;   1.1;   0.1
3387;2014-10-25;   10.6;   1.1;   0.0
3388;2014-10-26;   12.5;   1.2;   0.0
3389;2014-10-27;    8.6;   2.1;   0.0
3390;2014-10-28;    7.4;   1.9;   0.0
3391;2014-10-29;    8.4;   1.1;   2.6
3392;2014-10-30;   10.5;   1.0;   0.0
3393;2014-10-31;   10.9;   1.0;   0.0
3394;2014-11-01;    9.0;   0.9;   0.0
3395;2014-11-02;   10.2;   1.3;   0.3
3396;2014-11-03;   13.6;   3.1;   3.0
3397;2014-11-04;   12.6;   2.1;   3.3
3398;2014-11-05;    9.5;   2.1;   0.8
3399;2014-11-06;    7.1;   1.7;   0.0
3400;2014-11-07;    5.6;   2.1;   0.2
3401;2014-11-08;    7.7;   1.6;   0.0
3402;2014-11-09;    6.3;   1.3;   0.0
3403;2014-11-10;    7.7;   1.2;   0.0
3404;2014-11-11;    6.7;   1.4;   0.0
3405;2014-11-12;    8.4;   1.1;   1.1
3406;2014-11-13;    9.9;   1.0;   0.0
3407;2014-11-14;    9.8;   1.8;   0.0
3408;2014-11-15;    9.4;   1.3;  19.0
3409;2014-11-16;    8.9;   2.4;   5.8
3410;2014-11-17;    8.6;   1.8;   0.4
3411;2014-11-18;    8.4;   1.6;   8.2
3412;2014-11-19;    7.7;   1.1;   0.0
3413;2014-11-20;    6.5;   1.5;   0.0
3414;2014-11-21;    3.6;   1.2;   0.0
3415;2014-11-22;    4.1;   1.5;   0.0
3416;2014-11-23;    5.2;   1.4;   0.0
3417;2014-11-24;    5.5;   1.0;   0.0
3418;2014-11-25;    2.6;   1.8;   0.0
3419;2014-11-26;    3.9;   2.0;   0.4
3420;2014-11-27;    5.0;   2.0;   0.0
3421;2014-11-28;    3.9;   2.4;   0.0
3422;2014-11-29;    3.9;   2.3;   0.0
3423;2014-11-30;    3.5;   2.2;   0.0
3424;2014-12-01;    3.0;   3.1;   0.0
3425;2014-12-02;    1.1;   2.6;   0.3
3426;2014-12-03;    0.9;   2.5;   0.0
3427;2014-12-04;    1.9;   1.6;   0.0
3428;2014-12-05;    3.4;   1.0;   0.0
3429;2014-12-06;    4.1;   1.1;   0.0
3430;2014-12-07;    3.3;   2.3;   3.0
3431;2014-12-08;    2.5;   2.3;   0.0
3432;2014-12-09;    1.7;   1.5;   0.0
3433;2014-12-10;    2.5;   3.9;   1.8
3434;2014-12-11;    5.3;   4.8;   6.6
3435;2014-12-12;    8.8;   7.0;   5.1
3436;2014-12-13;    5.1;   2.0;  11.3
3437;2014-12-14;    3.6;   1.4;   1.2
3438;2014-12-15;    5.3;   2.5;   2.0
3439;2014-12-16;    5.3;   2.0;   1.0
3440;2014-12-17;    3.8;   3.6;   3.5
3441;2014-12-18;   10.1;   4.6;   0.7
3442;2014-12-19;   10.2;   5.8;   7.4
3443;2014-12-20;    5.3;   4.5;   0.7
3444;2014-12-21;    5.7;   4.3;   0.0
3445;2014-12-22;    7.7;   6.1;   0.0
3446;2014-12-23;    8.3;   5.6;   0.0
3447;2014-12-24;    7.3;   5.5;   2.4
3448;2014-12-25;    4.9;   3.6;   0.0
3449;2014-12-26;    2.1;   2.1;   0.0
3450;2014-12-27;   -0.2;   3.4;   6.7
3451;2014-12-28;   -4.1;   3.4;   0.0
3452;2014-12-29;   -2.3;   2.4;   1.4
3453;2014-12-30;    0.5;   2.0;   0.6
3454;2014-12-31;    1.6;   1.9;   0.0
3455;2015-01-01;    2.4;   1.9;   0.6
3456;2015-01-02;    2.2;   4.6;   4.5
3457;2015-01-03;    1.4;   2.4;   9.8
3458;2015-01-04;    2.9;   3.4;   0.0
3459;2015-01-05;    0.7;   1.8;   0.0
3460;2015-01-06;   -2.5;   1.3;   0.1
3461;2015-01-07;    1.9;   2.8;   0.6
3462;2015-01-08;    5.8;   4.5;   6.8
3463;2015-01-09;    8.6;   5.6;   5.6
3464;2015-01-10;   12.7;   7.5;   4.2
3465;2015-01-11;    5.2;   5.6;   0.8
3466;2015-01-12;    6.3;   5.9;   0.2
3467;2015-01-13;    9.1;   5.1;   3.2
3468;2015-01-14;    5.6;   4.6;   3.0
3469;2015-01-15;    8.1;   4.4;   0.8
3470;2015-01-16;    6.1;   2.3;   5.8
3471;2015-01-17;    3.7;   1.6;   0.0
3472;2015-01-18;    0.1;   1.8;   0.0
3473;2015-01-19;   -0.7;   1.3;   0.3
3474;2015-01-20;   -0.4;   0.9;   0.3
3475;2015-01-21;   -0.5;   1.6;   0.0
3476;2015-01-22;    0.9;   2.9;   0.0
3477;2015-01-23;    0.8;   2.6;   0.0
3478;2015-01-24;   -1.3;   1.7;   2.2
3479;2015-01-25;    0.3;   1.7;   1.7
3480;2015-01-26;    1.5;   3.2;   3.9
3481;2015-01-27;    3.4;   3.4;   0.0
3482;2015-01-28;    3.4;   4.5;   5.5
3483;2015-01-29;    2.3;   4.3;   6.5
3484;2015-01-30;    1.7;   3.3;   0.2
3485;2015-01-31;    1.6;   3.1;   6.2
3486;2015-02-01;    1.0;   1.8;   1.6
3487;2015-02-02;    1.4;   3.2;   0.1
3488;2015-02-03;   -0.1;   1.7;   0.0
3489;2015-02-04;   -1.6;   1.6;   0.0
3490;2015-02-05;   -1.5;   3.7;   0.0
3491;2015-02-06;   -1.0;   4.6;   0.0
3492;2015-02-07;   -1.9;   1.8;   0.0
3493;2015-02-08;    2.8;   3.4;   0.1
3494;2015-02-09;    3.2;   3.4;   0.1
3495;2015-02-10;    4.4;   1.8;   0.0
3496;2015-02-11;    2.9;   2.2;   0.0
3497;2015-02-12;    1.2;   2.2;   0.0
3498;2015-02-13;    1.1;   2.6;   0.0
3499;2015-02-14;    1.0;   2.3;   0.0
3500;2015-02-15;    0.5;   1.5;   0.0
3501;2015-02-16;    1.8;   1.2;   0.0
3502;2015-02-17;    2.4;   1.4;   0.0
3503;2015-02-18;    3.0;   1.6;   0.0
3504;2015-02-19;    1.1;   2.6;   0.0
3505;2015-02-20;    6.5;   3.2;   1.0
3506;2015-02-21;    5.6;   3.2;   2.5
3507;2015-02-22;    2.7;   1.4;   0.1
3508;2015-02-23;    1.9;   2.5;   7.2
3509;2015-02-24;    4.7;   3.6;   0.0
3510;2015-02-25;    4.2;   2.0;   0.0
3511;2015-02-26;    5.5;   1.9;   0.4
3512;2015-02-27;    4.4;   1.8;   5.5
3513;2015-02-28;    3.3;   2.3;   1.8
3514;2015-03-01;    6.3;   4.0;   1.3
3515;2015-03-02;    6.7;   5.4;   0.8
3516;2015-03-03;    5.5;   4.8;   0.6
3517;2015-03-04;    4.2;   3.5;   1.0
3518;2015-03-05;    4.4;   2.2;   0.0
3519;2015-03-06;    4.2;   1.5;   0.0
3520;2015-03-07;    3.8;   1.1;   0.0
3521;2015-03-08;    5.9;   1.2;   0.0
3522;2015-03-09;    7.3;   1.4;   0.0
3523;2015-03-10;    5.2;   0.8;   0.8
3524;2015-03-11;    4.4;   1.8;   0.0
3525;2015-03-12;    4.4;   1.8;   0.0
3526;2015-03-13;    3.7;   2.8;   0.0
3527;2015-03-14;    4.5;   2.8;   1.6
3528;2015-03-15;    4.5;   2.6;   1.0
3529;2015-03-16;    6.5;   2.0;   0.0
3530;2015-03-17;    8.9;   1.7;   0.0
3531;2015-03-18;   10.2;   1.3;   0.0
3532;2015-03-19;    9.8;   2.0;   0.0
3533;2015-03-20;    7.6;   1.6;   0.0
3534;2015-03-21;    4.1;   1.2;   0.0
3535;2015-03-22;    4.4;   3.3;   0.0
3536;2015-03-23;    3.6;   1.5;   0.0
3537;2015-03-24;    5.7;   1.2;   0.0
3538;2015-03-25;    9.2;   1.6;   0.0
3539;2015-03-26;    7.5;   2.9;   1.1
3540;2015-03-27;    7.6;   3.8;   0.0
3541;2015-03-28;    8.8;   3.1;   0.1
3542;2015-03-29;   10.6;   6.1;   9.9
3543;2015-03-30;    8.4;   5.4;   1.0
3544;2015-03-31;    9.5;   7.8;   5.9
3545;2015-04-01;    5.5;   5.6;   3.8
3546;2015-04-02;    6.0;   5.3;   1.8
3547;2015-04-03;    6.5;   2.0;   0.2
3548;2015-04-04;    5.6;   2.1;   3.9
3549;2015-04-05;    5.3;   2.5;   0.0
3550;2015-04-06;    4.5;   1.9;   0.0
3551;2015-04-07;    5.9;   1.3;   0.0
3552;2015-04-08;    7.7;   1.4;   0.0
3553;2015-04-09;   11.1;   1.5;   0.0
3554;2015-04-10;   13.4;   1.6;   0.0
3555;2015-04-11;   12.6;   3.9;   0.2
3556;2015-04-12;   12.6;   2.5;   0.0
3557;2015-04-13;   12.2;   3.5;   0.0
3558;2015-04-14;   13.2;   2.8;   0.0
3559;2015-04-15;   16.9;   2.2;   0.0
3560;2015-04-16;   15.5;   1.9;   0.0
3561;2015-04-17;   10.0;   3.4;   0.0
3562;2015-04-18;    7.9;   2.3;   0.0
3563;2015-04-19;    9.3;   2.0;   0.0
3564;2015-04-20;   11.9;   2.2;   0.0
3565;2015-04-21;   14.4;   1.6;   0.0
3566;2015-04-22;    9.9;   2.6;   0.0
3567;2015-04-23;   10.6;   1.4;   0.0
3568;2015-04-24;   12.8;   1.8;   0.0
3569;2015-04-25;   12.4;   2.4;   0.0
3570;2015-04-26;   15.4;   2.3;   3.2
3571;2015-04-27;   11.2;   2.8;   3.5
3572;2015-04-28;    9.6;   3.1;   0.0
3573;2015-04-29;    9.1;   1.5;   0.0
3574;2015-04-30;   10.2;   2.8;   3.8
3575;2015-05-01;    8.7;   1.3;   0.0
3576;2015-05-02;   10.8;   1.4;   0.2
3577;2015-05-03;   13.6;   2.0;   2.9
3578;2015-05-04;   17.8;   2.4;   0.3
3579;2015-05-05;   19.7;   4.1;   0.0
3580;2015-05-06;   14.3;   3.7;   0.0
3581;2015-05-07;   12.7;   2.8;   0.0
3582;2015-05-08;   15.2;   1.6;   0.2
3583;2015-05-09;   16.0;   3.4;   1.3
3584;2015-05-10;   14.3;   1.9;   0.0
3585;2015-05-11;   17.0;   1.9;   0.0
3586;2015-05-12;   19.5;   2.8;   0.7
3587;2015-05-13;   14.4;   1.5;   0.8
3588;2015-05-14;   14.5;   1.9;   0.3
3589;2015-05-15;   16.2;   2.5;   0.0
3590;2015-05-16;   13.9;   2.5;   0.0
3591;2015-05-17;   14.4;   1.7;   0.0
3592;2015-05-18;   15.7;   2.6;   0.0
3593;2015-05-19;   14.6;   3.7;   0.2
3594;2015-05-20;   10.8;   1.7;   2.3
3595;2015-05-21;   10.8;   1.6;   0.0
3596;2015-05-22;   13.8;   1.4;   0.0
3597;2015-05-23;   16.7;   2.0;   0.0
3598;2015-05-24;   16.5;   1.6;   0.0
3599;2015-05-25;   15.6;   1.7;   1.4
3600;2015-05-26;   11.8;   2.2;   0.0
3601;2015-05-27;   10.0;   1.2;   0.0
3602;2015-05-28;   14.5;   2.8;   0.0
3603;2015-05-29;   14.5;   2.2;   2.9
3604;2015-05-30;   13.0;   3.1;   0.0
3605;2015-05-31;   15.2;   2.7;   1.7
3606;2015-06-01;   13.6;   2.0;   6.6
3607;2015-06-02;   17.6;   3.2;   0.0
3608;2015-06-03;   19.9;   3.5;   0.0
3609;2015-06-04;   19.0;   2.0;   0.0
3610;2015-06-05;   23.7;   1.8;   1.3
3611;2015-06-06;   22.6;   2.4;   0.2
3612;2015-06-07;   20.0;   3.2;   0.0
3613;2015-06-08;   16.0;   3.9;   0.0
3614;2015-06-09;   15.0;   3.7;   0.0
3615;2015-06-10;   16.6;   2.4;   0.0
3616;2015-06-11;   19.7;   2.5;   0.0
3617;2015-06-12;   21.8;   1.6;   7.0
3618;2015-06-13;   20.7;   2.5;   0.0
3619;2015-06-14;   20.7;   1.8;   0.0
3620;2015-06-15;   17.7;   3.2;   0.0
3621;2015-06-16;   15.5;   3.0;   0.0
3622;2015-06-17;   16.0;   1.8;   6.8
3623;2015-06-18;   17.0;   3.0;   3.4
3624;2015-06-19;   13.1;   2.6;   1.8
3625;2015-06-20;   13.5;   1.9;   0.5
3626;2015-06-21;   14.6;   1.6;   0.8
3627;2015-06-22;   13.3;   2.4;  17.1
3628;2015-06-23;   12.7;   3.5;   0.4
3629;2015-06-24;   14.6;   1.7;   0.0
3630;2015-06-25;   17.6;   1.3;   0.0
3631;2015-06-26;   20.6;   1.6;   6.4
3632;2015-06-27;   19.3;   2.3;   6.9
3633;2015-06-28;   18.4;   1.2;   0.0
3634;2015-06-29;   22.0;   1.8;   0.0
3635;2015-06-30;   22.5;   1.8;   0.0
3636;2015-07-01;   25.0;   1.8;   0.0
3637;2015-07-02;   27.5;   2.2;   0.0
3638;2015-07-03;   28.1;   1.2;   0.0
3639;2015-07-04;   29.5;   1.8;   0.0
3640;2015-07-05;   29.7;   2.3;   0.1
3641;2015-07-06;   22.9;   2.6;   0.0
3642;2015-07-07;   24.6;   2.0;   1.5
3643;2015-07-08;   19.5;   5.3;   0.7
3644;2015-07-09;   16.7;   3.8;   0.0
3645;2015-07-10;   16.8;   1.4;   0.0
3646;2015-07-11;   21.6;   1.7;   0.0
3647;2015-07-12;   20.0;   2.0;   1.3
3648;2015-07-13;   18.5;   2.4;   0.7
3649;2015-07-14;   21.3;   3.4;   0.0
3650;2015-07-15;   22.9;   1.5;   0.0
3651;2015-07-16;   25.2;   1.4;   0.0
3652;2015-07-17;   26.9;   2.5;   2.0
3653;2015-07-18;   24.4;   2.6;   0.0
3654;2015-07-19;   22.3;   2.7;   0.8
3655;2015-07-20;   22.3;   1.9;   1.3
3656;2015-07-21;   25.5;   2.2;   0.0
3657;2015-07-22;   26.1;   2.2;   0.0
3658;2015-07-23;   22.5;   2.3;   0.0
3659;2015-07-24;   23.8;   1.9;   8.1
3660;2015-07-25;   18.4;   5.7;   0.1
3661;2015-07-26;   16.3;   2.0;   0.9
3662;2015-07-27;   18.2;   4.3;   1.2
3663;2015-07-28;   18.4;   4.5;   0.0
3664;2015-07-29;   16.8;   3.7;   0.1
3665;2015-07-30;   15.3;   2.0;   0.1
3666;2015-07-31;   16.2;   1.9;   0.0
3667;2015-08-01;   19.8;   1.8;   0.0
3668;2015-08-02;   21.8;   1.3;   0.0
3669;2015-08-03;   24.1;   1.8;   0.0
3670;2015-08-04;   20.1;   2.0;   5.1
3671;2015-08-05;   20.0;   1.3;   0.0
3672;2015-08-06;   25.3;   1.4;   0.0
3673;2015-08-07;   28.3;   1.5;   0.0
3674;2015-08-08;   26.1;   3.1;   0.0
3675;2015-08-09;   23.9;   3.0;   3.3
3676;2015-08-10;   24.6;   2.2;   0.0
3677;2015-08-11;   23.7;   2.4;   0.0
3678;2015-08-12;   25.3;   2.2;   0.0
3679;2015-08-13;   26.7;   2.5;   0.0
3680;2015-08-14;   23.7;   2.5;   2.8
3681;2015-08-15;   20.9;   2.3;   1.6
3682;2015-08-16;   17.1;   1.5;   9.8
3683;2015-08-17;   15.3;   2.5;   0.8
3684;2015-08-18;   16.7;   1.5;   0.0
3685;2015-08-19;   17.1;   1.1;   0.0
3686;2015-08-20;   17.0;   1.3;   6.4
3687;2015-08-21;   18.3;   1.3;   0.0
3688;2015-08-22;   19.2;   1.5;   0.0
3689;2015-08-23;   19.5;   2.3;   4.1
3690;2015-08-24;   18.6;   2.8;   1.7
3691;2015-08-25;   17.3;   3.9;   0.0
3692;2015-08-26;   20.5;   2.5;   0.0
3693;2015-08-27;   21.8;   1.9;   9.7
3694;2015-08-28;   16.9;   1.4;   4.7
3695;2015-08-29;   21.3;   1.2;   0.0
3696;2015-08-30;   24.9;   1.1;   0.0
3697;2015-08-31;   25.9;   2.0;   0.0
3698;2015-09-01;   19.3;   1.9;   1.9
3699;2015-09-02;   15.6;   1.1;   0.0
3700;2015-09-03;   16.1;   1.5;   0.0
3701;2015-09-04;   13.8;   2.2;   0.0
3702;2015-09-05;   13.0;   3.0;   2.4
3703;2015-09-06;   13.4;   3.7;   1.3
3704;2015-09-07;   13.7;   2.6;   0.3
3705;2015-09-08;   14.9;   1.2;   0.0
3706;2015-09-09;   14.9;   2.4;   0.0
3707;2015-09-10;   14.2;   2.7;   0.0
3708;2015-09-11;   13.9;   1.6;   0.0
3709;2015-09-12;   16.3;   1.6;   1.7
3710;2015-09-13;   17.1;   1.2;   2.5
3711;2015-09-14;   15.9;   2.9;  13.3
3712;2015-09-15;   13.4;   3.1;   5.3
3713;2015-09-16;   14.7;   2.1;  14.9
3714;2015-09-17;   14.4;   3.2;   4.9
3715;2015-09-18;   14.7;   2.3;   0.5
3716;2015-09-19;   13.4;   1.2;   6.6
3717;2015-09-20;   13.4;   0.9;   0.0
3718;2015-09-21;   13.3;   1.1;   0.3
3719;2015-09-22;   12.7;   2.4;   3.6
3720;2015-09-23;   12.6;   2.5;   0.9
3721;2015-09-24;   13.6;   1.9;   0.0
3722;2015-09-25;   13.8;   1.2;   0.0
3723;2015-09-26;   14.1;   2.2;   0.0
3724;2015-09-27;   12.8;   2.8;   0.0
3725;2015-09-28;   11.5;   2.4;   0.0
3726;2015-09-29;   12.4;   3.4;   0.0
3727;2015-09-30;   12.5;   3.6;   0.0
3728;2015-10-01;   11.4;   3.0;   0.0
3729;2015-10-02;   12.1;   2.2;   0.0
3730;2015-10-03;   12.7;   1.4;   0.0
3731;2015-10-04;   11.5;   1.0;   0.8
3732;2015-10-05;   13.1;   1.8;   3.0
3733;2015-10-06;   16.4;   2.5;   2.8
3734;2015-10-07;   15.2;   2.5;   0.2
3735;2015-10-08;   13.2;   1.5;   0.0
3736;2015-10-09;   11.9;   0.9;   0.0
3737;2015-10-10;   11.1;   2.6;   0.0
3738;2015-10-11;    7.9;   3.1;   0.0
3739;2015-10-12;    5.8;   1.8;   0.0
3740;2015-10-13;    5.1;   2.4;   0.3
3741;2015-10-14;    4.4;   1.7;   1.2
3742;2015-10-15;    4.1;   1.8;   5.7
3743;2015-10-16;    6.2;   1.2;   0.0
3744;2015-10-17;    6.8;   1.3;   1.5
3745;2015-10-18;    7.2;   0.9;   0.0
3746;2015-10-19;    6.2;   0.5;   0.2
3747;2015-10-20;    9.3;   0.9;   0.7
3748;2015-10-21;    8.4;   0.9;   0.0
3749;2015-10-22;    8.9;   2.1;   0.1
3750;2015-10-23;   10.3;   0.9;   0.0
3751;2015-10-24;    7.3;   1.5;   0.1
3752;2015-10-25;   10.2;   0.8;   0.0
3753;2015-10-26;   10.0;   1.3;   0.0
3754;2015-10-27;    7.6;   1.1;   0.0
3755;2015-10-28;    9.2;   1.2;   0.0
3756;2015-10-29;   10.6;   1.0;   0.0
3757;2015-10-30;    9.4;   1.3;   0.0
3758;2015-10-31;    7.8;   1.4;   0.0
3759;2015-11-01;    5.3;   0.8;   0.0
3760;2015-11-02;    3.2;   1.3;   0.0
3761;2015-11-03;    3.4;   1.3;   0.0
3762;2015-11-04;    6.5;   0.9;   0.0
3763;2015-11-05;   10.0;   0.7;   0.0
3764;2015-11-06;   13.0;   1.7;   1.9
3765;2015-11-07;   16.3;   2.7;   0.0
3766;2015-11-08;   13.7;   1.1;   0.0
3767;2015-11-09;   15.0;   4.0;   0.0
3768;2015-11-10;   13.7;   4.7;   0.0
3769;2015-11-11;   11.9;   2.8;   0.0
3770;2015-11-12;   11.3;   1.7;   0.0
3771;2015-11-13;    8.8;   3.0;   2.0
3772;2015-11-14;    8.7;   4.4;   0.5
3773;2015-11-15;   11.7;   5.9;   0.0
3774;2015-11-16;   10.5;   4.2;   1.3
3775;2015-11-17;   12.2;   5.6;   4.1
3776;2015-11-18;   13.9;   6.5;   0.2
3777;2015-11-19;   12.8;   5.7;   9.4
3778;2015-11-20;    7.6;   3.0;   6.5
3779;2015-11-21;    3.8;   2.1;   3.5
3780;2015-11-22;    2.1;   2.7;   3.6
3781;2015-11-23;    2.4;   1.8;   0.0
3782;2015-11-24;    0.3;   2.3;   4.2
3783;2015-11-25;    2.9;   2.8;   0.2
3784;2015-11-26;    4.4;   1.1;   0.0
3785;2015-11-27;   -0.1;   1.5;   1.1
3786;2015-11-28;    2.9;   3.8;   3.8
3787;2015-11-29;    7.4;   6.6;   5.8
3788;2015-11-30;    9.9;   5.7;   9.6
3789;2015-12-01;   11.4;   4.8;   0.0
3790;2015-12-02;   10.1;   2.0;   0.0
3791;2015-12-03;    7.5;   1.4;   0.0
3792;2015-12-04;    5.3;   2.3;   1.5
3793;2015-12-05;    4.3;   2.3;   0.0
3794;2015-12-06;    8.1;   3.6;   0.0
3795;2015-12-07;    7.9;   1.0;   0.0
3796;2015-12-08;    3.0;   0.9;   3.0
3797;2015-12-09;    5.2;   1.6;   0.0
3798;2015-12-10;    1.5;   1.6;   0.0
3799;2015-12-11;    3.8;   3.9;   5.9
3800;2015-12-12;    7.8;   3.0;   1.6
3801;2015-12-13;    8.5;   3.9;   0.2
3802;2015-12-14;    7.1;   1.0;   0.0
3803;2015-12-15;    4.9;   0.8;   1.1
3804;2015-12-16;    7.7;   1.6;   5.3
3805;2015-12-17;   11.4;   2.8;   0.3
3806;2015-12-18;   10.5;   2.1;   0.8
3807;2015-12-19;    9.7;   1.1;   0.0
3808;2015-12-20;    5.9;   0.8;   1.4
3809;2015-12-21;    9.2;   3.8;   3.2
3810;2015-12-22;   11.2;   5.1;   1.0
3811;2015-12-23;    9.4;   4.0;   0.0
3812;2015-12-24;    9.7;   2.5;   0.0
3813;2015-12-25;   11.7;   3.5;   0.3
3814;2015-12-26;   10.6;   3.1;   0.0
3815;2015-12-27;    6.1;   1.7;   0.0
3816;2015-12-28;    2.4;   0.9;   0.0
3817;2015-12-29;    3.1;   1.4;   0.0
3818;2015-12-30;    5.0;   2.7;   0.0
3819;2015-12-31;    3.9;   1.7;   1.4
